id,instance,class_type,number_instance,all_number_instance,contains_code,only_special_characters
224_inp,,inp,False,False,False,False
226_inp,,inp,False,False,False,False
227_inp,,inp,False,False,False,False
228_inp,,inp,False,False,False,False
229_inp,,inp,False,False,False,False
231_inp,,inp,False,False,False,False
233_inp,,inp,False,False,False,False
234_inp,,inp,False,False,False,False
235_inp,,inp,False,False,False,False
237_inp,,inp,False,False,False,False
238_inp,,inp,False,False,False,False
240_inp,,inp,False,False,False,False
241_inp,,inp,False,False,False,False
242_inp,,inp,False,False,False,False
243_inp,,inp,False,False,False,False
244_inp,,inp,False,False,False,False
245_inp,,inp,False,False,False,False
246_inp,,inp,False,False,False,False
247_inp,,inp,False,False,False,False
248_inp,,inp,False,False,False,False
249_inp,,inp,False,False,False,False
250_inp,,inp,False,False,False,False
251_inp,,inp,False,False,False,False
252_inp,,inp,False,False,False,False
253_inp,,inp,False,False,False,False
254_inp,,inp,False,False,False,False
255_inp,,inp,False,False,False,False
256_inp,,inp,False,False,False,False
257_inp,,inp,False,False,False,False
258_inp,,inp,False,False,False,False
259_inp,,inp,False,False,False,False
260_inp,,inp,False,False,False,False
261_inp,,inp,False,False,False,False
262_inp,,inp,False,False,False,False
263_inp,,inp,False,False,False,False
264_inp,,inp,False,False,False,False
265_inp,,inp,False,False,False,False
267_inp,,inp,False,False,False,False
271_inp,,inp,False,False,False,False
272_inp,,inp,False,False,False,False
273_inp,,inp,False,False,False,False
274_inp,,inp,False,False,False,False
277_inp,,inp,False,False,False,False
282_inp,,inp,False,False,False,False
283_inp,,inp,False,False,False,False
288_inp,,inp,False,False,False,False
299_inp,,inp,False,False,False,False
300_inp,,inp,False,False,False,False
301_inp,,inp,False,False,False,False
310_inp,,inp,False,False,False,False
311_inp,,inp,False,False,False,False
312_inp,,inp,False,False,False,False
313_inp,,inp,False,False,False,False
314_inp,,inp,False,False,False,False
315_inp,,inp,False,False,False,False
317_inp,,inp,False,False,False,False
318_inp,,inp,False,False,False,False
319_inp,,inp,False,False,False,False
320_inp,,inp,False,False,False,False
321_inp,,inp,False,False,False,False
322_inp,,inp,False,False,False,False
325_inp,,inp,False,False,False,False
326_inp,,inp,False,False,False,False
327_inp,,inp,False,False,False,False
329_inp,,inp,False,False,False,False
332_inp,,inp,False,False,False,False
335_inp,,inp,False,False,False,False
336_inp,,inp,False,False,False,False
338_inp,,inp,False,False,False,False
339_inp,,inp,False,False,False,False
340_inp,,inp,False,False,False,False
342_inp,,inp,False,False,False,False
343_inp,,inp,False,False,False,False
344_inp,,inp,False,False,False,False
345_inp,,inp,False,False,False,False
347_inp,,inp,False,False,False,False
348_inp,,inp,False,False,False,False
349_inp,,inp,False,False,False,False
350_inp,,inp,False,False,False,False
360_inp,,inp,False,False,False,False
365_inp,,inp,False,False,False,False
366_inp,,inp,False,False,False,False
370_inp,,inp,False,False,False,False
371_inp,,inp,False,False,False,False
373_inp,,inp,False,False,False,False
374_inp,,inp,False,False,False,False
376_inp,,inp,False,False,False,False
377_inp,,inp,False,False,False,False
378_inp,,inp,False,False,False,False
379_inp,,inp,False,False,False,False
380_inp,,inp,False,False,False,False
381_inp,,inp,False,False,False,False
382_inp,,inp,False,False,False,False
383_inp,,inp,False,False,False,False
384_inp,,inp,False,False,False,False
385_inp,,inp,False,False,False,False
386_inp,,inp,False,False,False,False
387_inp,,inp,False,False,False,False
388_inp,,inp,False,False,False,False
389_inp,,inp,False,False,False,False
390_inp,,inp,False,False,False,False
391_inp,,inp,False,False,False,False
392_inp,,inp,False,False,False,False
395_inp,,inp,False,False,False,False
396_inp,,inp,False,False,False,False
398_inp,,inp,False,False,False,False
400_inp,,inp,False,False,False,False
401_inp,,inp,False,False,False,False
402_inp,,inp,False,False,False,False
404_inp,,inp,False,False,False,False
405_inp,,inp,False,False,False,False
406_inp,,inp,False,False,False,False
407_inp,,inp,False,False,False,False
408_inp,,inp,False,False,False,False
409_inp,,inp,False,False,False,False
411_inp,,inp,False,False,False,False
412_inp,,inp,False,False,False,False
413_inp,,inp,False,False,False,False
414_inp,,inp,False,False,False,False
415_inp,,inp,False,False,False,False
416_inp,,inp,False,False,False,False
417_inp,,inp,False,False,False,False
418_inp,,inp,False,False,False,False
419_inp,,inp,False,False,False,False
420_inp,,inp,False,False,False,False
421_inp,,inp,False,False,False,False
422_inp,,inp,False,False,False,False
423_inp,,inp,False,False,False,False
424_inp,,inp,False,False,False,False
425_inp,,inp,False,False,False,False
427_inp,,inp,False,False,False,False
428_inp,,inp,False,False,False,False
439_inp,,inp,False,False,False,False
440_inp,,inp,False,False,False,False
442_inp,,inp,False,False,False,False
443_inp,,inp,False,False,False,False
444_inp,,inp,False,False,False,False
446_inp,,inp,False,False,False,False
447_inp,,inp,False,False,False,False
448_inp,,inp,False,False,False,False
449_inp,,inp,False,False,False,False
450_inp,,inp,False,False,False,False
451_inp,,inp,False,False,False,False
453_inp,,inp,False,False,False,False
455_inp,,inp,False,False,False,False
456_inp,,inp,False,False,False,False
457_inp,,inp,False,False,False,False
458_inp,,inp,False,False,False,False
459_inp,,inp,False,False,False,False
460_inp,,inp,False,False,False,False
461_inp,,inp,False,False,False,False
462_inp,,inp,False,False,False,False
463_inp,,inp,False,False,False,False
464_inp,,inp,False,False,False,False
465_inp,,inp,False,False,False,False
467_inp,,inp,False,False,False,False
468_inp,,inp,False,False,False,False
469_inp,,inp,False,False,False,False
471_inp,,inp,False,False,False,False
472_inp,,inp,False,False,False,False
473_inp,,inp,False,False,False,False
474_inp,,inp,False,False,False,False
476_inp,,inp,False,False,False,False
477_inp,,inp,False,False,False,False
482_inp,,inp,False,False,False,False
484_inp,,inp,False,False,False,False
485_inp,,inp,False,False,False,False
486_inp,,inp,False,False,False,False
488_inp,,inp,False,False,False,False
489_inp,,inp,False,False,False,False
490_inp,,inp,False,False,False,False
492_inp,,inp,False,False,False,False
493_inp,,inp,False,False,False,False
494_inp,,inp,False,False,False,False
498_inp,,inp,False,False,False,False
500_inp,,inp,False,False,False,False
502_inp,,inp,False,False,False,False
503_inp,,inp,False,False,False,False
506_inp,,inp,False,False,False,False
507_inp,,inp,False,False,False,False
509_inp,,inp,False,False,False,False
510_inp,,inp,False,False,False,False
514_inp,,inp,False,False,False,False
515_inp,,inp,False,False,False,False
516_inp,,inp,False,False,False,False
520_inp,,inp,False,False,False,False
521_inp,,inp,False,False,False,False
524_inp,,inp,False,False,False,False
525_inp,,inp,False,False,False,False
527_inp,,inp,False,False,False,False
528_inp,,inp,False,False,False,False
529_inp,,inp,False,False,False,False
530_inp,,inp,False,False,False,False
531_inp,,inp,False,False,False,False
532_inp,,inp,False,False,False,False
533_inp,,inp,False,False,False,False
534_inp,,inp,False,False,False,False
535_inp,,inp,False,False,False,False
536_inp,,inp,False,False,False,False
537_inp,,inp,False,False,False,False
538_inp,,inp,False,False,False,False
540_inp,,inp,False,False,False,False
541_inp,,inp,False,False,False,False
542_inp,,inp,False,False,False,False
544_inp,,inp,False,False,False,False
547_inp,,inp,False,False,False,False
548_inp,,inp,False,False,False,False
549_inp,,inp,False,False,False,False
550_inp,,inp,False,False,False,False
551_inp,,inp,False,False,False,False
552_inp,,inp,False,False,False,False
553_inp,,inp,False,False,False,False
554_inp,,inp,False,False,False,False
555_inp,,inp,False,False,False,False
556_inp,,inp,False,False,False,False
557_inp,,inp,False,False,False,False
558_inp,,inp,False,False,False,False
559_inp,,inp,False,False,False,False
560_inp,,inp,False,False,False,False
561_inp,,inp,False,False,False,False
562_inp,,inp,False,False,False,False
563_inp,,inp,False,False,False,False
564_inp,,inp,False,False,False,False
565_inp,,inp,False,False,False,False
568_inp,,inp,False,False,False,False
569_inp,,inp,False,False,False,False
572_inp,,inp,False,False,False,False
573_inp,,inp,False,False,False,False
574_inp,,inp,False,False,False,False
575_inp,,inp,False,False,False,False
588_inp,,inp,False,False,False,False
591_inp,,inp,False,False,False,False
595_inp,,inp,False,False,False,False
596_inp,,inp,False,False,False,False
598_inp,,inp,False,False,False,False
599_inp,,inp,False,False,False,False
600_inp,,inp,False,False,False,False
601_inp,,inp,False,False,False,False
602_inp,,inp,False,False,False,False
603_inp,,inp,False,False,False,False
605_inp,,inp,False,False,False,False
611_inp,,inp,False,False,False,False
614_inp,,inp,False,False,False,False
617_inp,,inp,False,False,False,False
620_inp,,inp,False,False,False,False
627_inp,,inp,False,False,False,False
628_inp,,inp,False,False,False,False
629_inp,,inp,False,False,False,False
632_inp,,inp,False,False,False,False
633_inp,,inp,False,False,False,False
635_inp,,inp,False,False,False,False
636_inp,,inp,False,False,False,False
639_inp,,inp,False,False,False,False
640_inp,,inp,False,False,False,False
641_inp,,inp,False,False,False,False
643_inp,,inp,False,False,False,False
644_inp,,inp,False,False,False,False
645_inp,,inp,False,False,False,False
647_inp,,inp,False,False,False,False
649_inp,,inp,False,False,False,False
651_inp,,inp,False,False,False,False
656_inp,,inp,False,False,False,False
660_inp,,inp,False,False,False,False
661_inp,,inp,False,False,False,False
662_inp,,inp,False,False,False,False
663_inp,,inp,False,False,False,False
664_inp,,inp,False,False,False,False
665_inp,,inp,False,False,False,False
666_inp,,inp,False,False,False,False
667_inp,,inp,False,False,False,False
668_inp,,inp,False,False,False,False
669_inp,,inp,False,False,False,False
670_inp,,inp,False,False,False,False
671_inp,,inp,False,False,False,False
672_inp,,inp,False,False,False,False
674_inp,,inp,False,False,False,False
676_inp,,inp,False,False,False,False
677_inp,,inp,False,False,False,False
680_inp,,inp,False,False,False,False
681_inp,,inp,False,False,False,False
685_inp,,inp,False,False,False,False
691_inp,,inp,False,False,False,False
692_inp,,inp,False,False,False,False
693_inp,,inp,False,False,False,False
694_inp,,inp,False,False,False,False
695_inp,,inp,False,False,False,False
696_inp,,inp,False,False,False,False
697_inp,,inp,False,False,False,False
699_inp,,inp,False,False,False,False
700_inp,,inp,False,False,False,False
701_inp,,inp,False,False,False,False
702_inp,,inp,False,False,False,False
703_inp,,inp,False,False,False,False
704_inp,,inp,False,False,False,False
705_inp,,inp,False,False,False,False
706_inp,,inp,False,False,False,False
707_inp,,inp,False,False,False,False
708_inp,,inp,False,False,False,False
709_inp,,inp,False,False,False,False
710_inp,,inp,False,False,False,False
711_inp,,inp,False,False,False,False
713_inp,,inp,False,False,False,False
714_inp,,inp,False,False,False,False
715_inp,,inp,False,False,False,False
716_inp,,inp,False,False,False,False
717_inp,,inp,False,False,False,False
728_inp,,inp,False,False,False,False
729_inp,,inp,False,False,False,False
731_inp,,inp,False,False,False,False
734_inp,,inp,False,False,False,False
735_inp,,inp,False,False,False,False
737_inp,,inp,False,False,False,False
738_inp,,inp,False,False,False,False
740_inp,,inp,False,False,False,False
741_inp,,inp,False,False,False,False
742_inp,,inp,False,False,False,False
744_inp,,inp,False,False,False,False
745_inp,,inp,False,False,False,False
746_inp,,inp,False,False,False,False
747_inp,,inp,False,False,False,False
748_inp,,inp,False,False,False,False
749_inp,,inp,False,False,False,False
750_inp,,inp,False,False,False,False
751_inp,,inp,False,False,False,False
752_inp,,inp,False,False,False,False
753_inp,,inp,False,False,False,False
756_inp,,inp,False,False,False,False
757_inp,,inp,False,False,False,False
758_inp,,inp,False,False,False,False
760_inp,,inp,False,False,False,False
761_inp,,inp,False,False,False,False
762_inp,,inp,False,False,False,False
765_inp,,inp,False,False,False,False
768_inp,,inp,False,False,False,False
772_inp,,inp,False,False,False,False
781_inp,,inp,False,False,False,False
783_inp,,inp,False,False,False,False
784_inp,,inp,False,False,False,False
785_inp,,inp,False,False,False,False
786_inp,,inp,False,False,False,False
787_inp,,inp,False,False,False,False
794_inp,,inp,False,False,False,False
795_inp,,inp,False,False,False,False
797_inp,,inp,False,False,False,False
798_inp,,inp,False,False,False,False
799_inp,,inp,False,False,False,False
800_inp,,inp,False,False,False,False
801_inp,,inp,False,False,False,False
802_inp,,inp,False,False,False,False
803_inp,,inp,False,False,False,False
804_inp,,inp,False,False,False,False
805_inp,,inp,False,False,False,False
806_inp,,inp,False,False,False,False
809_inp,,inp,False,False,False,False
811_inp,,inp,False,False,False,False
813_inp,,inp,False,False,False,False
814_inp,,inp,False,False,False,False
815_inp,,inp,False,False,False,False
816_inp,,inp,False,False,False,False
817_inp,,inp,False,False,False,False
820_inp,,inp,False,False,False,False
821_inp,,inp,False,False,False,False
822_inp,,inp,False,False,False,False
824_inp,,inp,False,False,False,False
825_inp,,inp,False,False,False,False
826_inp,,inp,False,False,False,False
827_inp,,inp,False,False,False,False
834_inp,,inp,False,False,False,False
835_inp,,inp,False,False,False,False
836_inp,,inp,False,False,False,False
839_inp,,inp,False,False,False,False
840_inp,,inp,False,False,False,False
842_inp,,inp,False,False,False,False
843_inp,,inp,False,False,False,False
844_inp,,inp,False,False,False,False
845_inp,,inp,False,False,False,False
846_inp,,inp,False,False,False,False
847_inp,,inp,False,False,False,False
848_inp,,inp,False,False,False,False
849_inp,,inp,False,False,False,False
850_inp,,inp,False,False,False,False
851_inp,,inp,False,False,False,False
852_inp,,inp,False,False,False,False
853_inp,,inp,False,False,False,False
854_inp,,inp,False,False,False,False
856_inp,,inp,False,False,False,False
858_inp,,inp,False,False,False,False
859_inp,,inp,False,False,False,False
860_inp,,inp,False,False,False,False
861_inp,,inp,False,False,False,False
862_inp,,inp,False,False,False,False
863_inp,,inp,False,False,False,False
865_inp,,inp,False,False,False,False
867_inp,,inp,False,False,False,False
869_inp,,inp,False,False,False,False
871_inp,,inp,False,False,False,False
872_inp,,inp,False,False,False,False
873_inp,,inp,False,False,False,False
874_inp,,inp,False,False,False,False
875_inp,,inp,False,False,False,False
876_inp,,inp,False,False,False,False
877_inp,,inp,False,False,False,False
879_inp,,inp,False,False,False,False
881_inp,,inp,False,False,False,False
882_inp,,inp,False,False,False,False
883_inp,,inp,False,False,False,False
885_inp,,inp,False,False,False,False
886_inp,,inp,False,False,False,False
887_inp,,inp,False,False,False,False
888_inp,,inp,False,False,False,False
889_inp,,inp,False,False,False,False
890_inp,,inp,False,False,False,False
893_inp,,inp,False,False,False,False
894_inp,,inp,False,False,False,False
895_inp,,inp,False,False,False,False
897_inp,,inp,False,False,False,False
898_inp,,inp,False,False,False,False
900_inp,,inp,False,False,False,False
901_inp,,inp,False,False,False,False
905_inp,,inp,False,False,False,False
911_inp,,inp,False,False,False,False
913_inp,,inp,False,False,False,False
917_inp,,inp,False,False,False,False
919_inp,,inp,False,False,False,False
920_inp,,inp,False,False,False,False
923_inp,,inp,False,False,False,False
924_inp,,inp,False,False,False,False
925_inp,,inp,False,False,False,False
926_inp,,inp,False,False,False,False
927_inp,,inp,False,False,False,False
928_inp,,inp,False,False,False,False
929_inp,,inp,False,False,False,False
930_inp,,inp,False,False,False,False
931_inp,,inp,False,False,False,False
934_inp,,inp,False,False,False,False
940_inp,,inp,False,False,False,False
942_inp,,inp,False,False,False,False
943_inp,,inp,False,False,False,False
949_inp,,inp,False,False,False,False
953_inp,,inp,False,False,False,False
956_inp,,inp,False,False,False,False
958_inp,,inp,False,False,False,False
959_inp,,inp,False,False,False,False
961_inp,,inp,False,False,False,False
962_inp,,inp,False,False,False,False
963_inp,,inp,False,False,False,False
964_inp,,inp,False,False,False,False
965_inp,,inp,False,False,False,False
966_inp,,inp,False,False,False,False
967_inp,,inp,False,False,False,False
969_inp,,inp,False,False,False,False
970_inp,,inp,False,False,False,False
972_inp,,inp,False,False,False,False
974_inp,,inp,False,False,False,False
977_inp,,inp,False,False,False,False
978_inp,,inp,False,False,False,False
979_inp,,inp,False,False,False,False
980_inp,,inp,False,False,False,False
981_inp,,inp,False,False,False,False
983_inp,,inp,False,False,False,False
984_inp,,inp,False,False,False,False
985_inp,,inp,False,False,False,False
986_inp,,inp,False,False,False,False
987_inp,,inp,False,False,False,False
988_inp,,inp,False,False,False,False
989_inp,,inp,False,False,False,False
990_inp,,inp,False,False,False,False
991_inp,,inp,False,False,False,False
992_inp,,inp,False,False,False,False
993_inp,,inp,False,False,False,False
995_inp,,inp,False,False,False,False
1001_inp,,inp,False,False,False,False
1005_inp,,inp,False,False,False,False
1006_inp,,inp,False,False,False,False
1017_inp,,inp,False,False,False,False
1021_inp,,inp,False,False,False,False
1023_inp,,inp,False,False,False,False
1027_inp,,inp,False,False,False,False
1029_inp,,inp,False,False,False,False
1031_inp,,inp,False,False,False,False
1047_inp,,inp,False,False,False,False
1048_inp,,inp,False,False,False,False
1049_inp,,inp,False,False,False,False
1050_inp,,inp,False,False,False,False
1051_inp,,inp,False,False,False,False
1052_inp,,inp,False,False,False,False
1054_inp,,inp,False,False,False,False
1055_inp,,inp,False,False,False,False
1056_inp,,inp,False,False,False,False
1057_inp,,inp,False,False,False,False
1058_inp,,inp,False,False,False,False
1059_inp,,inp,False,False,False,False
1060_inp,,inp,False,False,False,False
1061_inp,,inp,False,False,False,False
1062_inp,,inp,False,False,False,False
1063_inp,,inp,False,False,False,False
1064_inp,,inp,False,False,False,False
1065_inp,,inp,False,False,False,False
1067_inp,,inp,False,False,False,False
1069_inp,,inp,False,False,False,False
1070_inp,,inp,False,False,False,False
1072_inp,,inp,False,False,False,False
1073_inp,,inp,False,False,False,False
1074_inp,,inp,False,False,False,False
1075_inp,,inp,False,False,False,False
1085_inp,,inp,False,False,False,False
1096_inp,,inp,False,False,False,False
1099_inp,,inp,False,False,False,False
1101_inp,,inp,False,False,False,False
1103_inp,,inp,False,False,False,False
1104_inp,,inp,False,False,False,False
1105_inp,,inp,False,False,False,False
1107_inp,,inp,False,False,False,False
1113_inp,,inp,False,False,False,False
1114_inp,,inp,False,False,False,False
1115_inp,,inp,False,False,False,False
1117_inp,,inp,False,False,False,False
1119_inp,,inp,False,False,False,False
1120_inp,,inp,False,False,False,False
1122_inp,,inp,False,False,False,False
1125_inp,,inp,False,False,False,False
1126_inp,,inp,False,False,False,False
1127_inp,,inp,False,False,False,False
1131_inp,,inp,False,False,False,False
1134_inp,,inp,False,False,False,False
1136_inp,,inp,False,False,False,False
1138_inp,,inp,False,False,False,False
1139_inp,,inp,False,False,False,False
1140_inp,,inp,False,False,False,False
1142_inp,,inp,False,False,False,False
1143_inp,,inp,False,False,False,False
1144_inp,,inp,False,False,False,False
1145_inp,,inp,False,False,False,False
1147_inp,,inp,False,False,False,False
1148_inp,,inp,False,False,False,False
1149_inp,,inp,False,False,False,False
1150_inp,,inp,False,False,False,False
1151_inp,,inp,False,False,False,False
1152_inp,,inp,False,False,False,False
1154_inp,,inp,False,False,False,False
1156_inp,,inp,False,False,False,False
1157_inp,,inp,False,False,False,False
1159_inp,,inp,False,False,False,False
1161_inp,,inp,False,False,False,False
1165_inp,,inp,False,False,False,False
1170_inp,,inp,False,False,False,False
1172_inp,,inp,False,False,False,False
1173_inp,,inp,False,False,False,False
1174_inp,,inp,False,False,False,False
1175_inp,,inp,False,False,False,False
1176_inp,,inp,False,False,False,False
1177_inp,,inp,False,False,False,False
1178_inp,,inp,False,False,False,False
1179_inp,,inp,False,False,False,False
1180_inp,,inp,False,False,False,False
1181_inp,,inp,False,False,False,False
1182_inp,,inp,False,False,False,False
1183_inp,,inp,False,False,False,False
1184_inp,,inp,False,False,False,False
1189_inp,,inp,False,False,False,False
1191_inp,,inp,False,False,False,False
1194_inp,,inp,False,False,False,False
1195_inp,,inp,False,False,False,False
1197_inp,,inp,False,False,False,False
1198_inp,,inp,False,False,False,False
1199_inp,,inp,False,False,False,False
1201_inp,,inp,False,False,False,False
1202_inp,,inp,False,False,False,False
1207_inp,,inp,False,False,False,False
1208_inp,,inp,False,False,False,False
1209_inp,,inp,False,False,False,False
1211_inp,,inp,False,False,False,False
1213_inp,,inp,False,False,False,False
1224_inp,,inp,False,False,False,False
1225_inp,,inp,False,False,False,False
1226_inp,,inp,False,False,False,False
1228_inp,,inp,False,False,False,False
1229_inp,,inp,False,False,False,False
1230_inp,,inp,False,False,False,False
1232_inp,,inp,False,False,False,False
1234_inp,,inp,False,False,False,False
1239_inp,,inp,False,False,False,False
1254_inp,,inp,False,False,False,False
1257_inp,,inp,False,False,False,False
1266_inp,,inp,False,False,False,False
1267_inp,,inp,False,False,False,False
1268_inp,,inp,False,False,False,False
1269_inp,,inp,False,False,False,False
1270_inp,,inp,False,False,False,False
1271_inp,,inp,False,False,False,False
1272_inp,,inp,False,False,False,False
1274_inp,,inp,False,False,False,False
1275_inp,,inp,False,False,False,False
1276_inp,,inp,False,False,False,False
1278_inp,,inp,False,False,False,False
1282_inp,,inp,False,False,False,False
1283_inp,,inp,False,False,False,False
1285_inp,,inp,False,False,False,False
1286_inp,,inp,False,False,False,False
1287_inp,,inp,False,False,False,False
1293_inp,,inp,False,False,False,False
1296_inp,,inp,False,False,False,False
1297_inp,,inp,False,False,False,False
1298_inp,,inp,False,False,False,False
1300_inp,,inp,False,False,False,False
1302_inp,,inp,False,False,False,False
1304_inp,,inp,False,False,False,False
1305_inp,,inp,False,False,False,False
1306_inp,,inp,False,False,False,False
1307_inp,,inp,False,False,False,False
1308_inp,,inp,False,False,False,False
1309_inp,,inp,False,False,False,False
1310_inp,,inp,False,False,False,False
1311_inp,,inp,False,False,False,False
1312_inp,,inp,False,False,False,False
1315_inp,,inp,False,False,False,False
1316_inp,,inp,False,False,False,False
1317_inp,,inp,False,False,False,False
1318_inp,,inp,False,False,False,False
1319_inp,,inp,False,False,False,False
1320_inp,,inp,False,False,False,False
1321_inp,,inp,False,False,False,False
1322_inp,,inp,False,False,False,False
1324_inp,,inp,False,False,False,False
1325_inp,,inp,False,False,False,False
1326_inp,,inp,False,False,False,False
1327_inp,,inp,False,False,False,False
1328_inp,,inp,False,False,False,False
1329_inp,,inp,False,False,False,False
1330_inp,,inp,False,False,False,False
1331_inp,,inp,False,False,False,False
1332_inp,,inp,False,False,False,False
1333_inp,,inp,False,False,False,False
1334_inp,,inp,False,False,False,False
1335_inp,,inp,False,False,False,False
1336_inp,,inp,False,False,False,False
1343_inp,,inp,False,False,False,False
1344_inp,,inp,False,False,False,False
1346_inp,,inp,False,False,False,False
1347_inp,,inp,False,False,False,False
1348_inp,,inp,False,False,False,False
1350_inp,,inp,False,False,False,False
1351_inp,,inp,False,False,False,False
1352_inp,,inp,False,False,False,False
1353_inp,,inp,False,False,False,False
1354_inp,,inp,False,False,False,False
1355_inp,,inp,False,False,False,False
1356_inp,,inp,False,False,False,False
1357_inp,,inp,False,False,False,False
1359_inp,,inp,False,False,False,False
1363_inp,,inp,False,False,False,False
1365_inp,,inp,False,False,False,False
1368_inp,,inp,False,False,False,False
1369_inp,,inp,False,False,False,False
1371_inp,,inp,False,False,False,False
1372_inp,,inp,False,False,False,False
1373_inp,,inp,False,False,False,False
1375_inp,,inp,False,False,False,False
1377_inp,,inp,False,False,False,False
1378_inp,,inp,False,False,False,False
1379_inp,,inp,False,False,False,False
1381_inp,,inp,False,False,False,False
1382_inp,,inp,False,False,False,False
1387_inp,,inp,False,False,False,False
1389_inp,,inp,False,False,False,False
1390_inp,,inp,False,False,False,False
1391_inp,,inp,False,False,False,False
1394_inp,,inp,False,False,False,False
1395_inp,,inp,False,False,False,False
1396_inp,,inp,False,False,False,False
1401_inp,,inp,False,False,False,False
1402_inp,,inp,False,False,False,False
1404_inp,,inp,False,False,False,False
1411_inp,,inp,False,False,False,False
1413_inp,,inp,False,False,False,False
1414_inp,,inp,False,False,False,False
1418_inp,,inp,False,False,False,False
1419_inp,,inp,False,False,False,False
1421_inp,,inp,False,False,False,False
1423_inp,,inp,False,False,False,False
1424_inp,,inp,False,False,False,False
1425_inp,,inp,False,False,False,False
1426_inp,,inp,False,False,False,False
1427_inp,,inp,False,False,False,False
1428_inp,,inp,False,False,False,False
1432_inp,,inp,False,False,False,False
1443_inp,,inp,False,False,False,False
1444_inp,,inp,False,False,False,False
1446_inp,,inp,False,False,False,False
1448_inp,,inp,False,False,False,False
1458_inp,,inp,False,False,False,False
1461_inp,,inp,False,False,False,False
1462_inp,,inp,False,False,False,False
1463_inp,,inp,False,False,False,False
1464_inp,,inp,False,False,False,False
1465_inp,,inp,False,False,False,False
1466_inp,,inp,False,False,False,False
1469_inp,,inp,False,False,False,False
1470_inp,,inp,False,False,False,False
1471_inp,,inp,False,False,False,False
1472_inp,,inp,False,False,False,False
1473_inp,,inp,False,False,False,False
1476_inp,,inp,False,False,False,False
1477_inp,,inp,False,False,False,False
1478_inp,,inp,False,False,False,False
1479_inp,,inp,False,False,False,False
1480_inp,,inp,False,False,False,False
1482_inp,,inp,False,False,False,False
