ID,ORIGINAL,TOKENS_EST_ID,TOKENS_EST_ORIGINAL,TOTAL_TOKENS,FIGURATIVO,REESCRITO,RESULTADO
4089Q1,"Um radical PO3- produz um par de linhas separadas por 280 MHz com giso = 2,005. Calcule as posições de campo ressonante esperadas de ambas as linhas no espectro EPR da banda X (ν = 9,5 GHz).",4.0,67.0,71.0,,,
4155Q1,"Encontre as contribuições das condutividades de íons individuais (condutância iônica equivalente \lambda_+ e \lambda_-) quando٨(condutância equivalente ٨ da solução eletrolítica) = 0,0412 m^2 /(\Omega) (mol) e t_+ = 0,825.",4.0,97.0,101.0,,,
4166Q1,"Durante o estudo da reação A → 2B, um químico constrói vários gráficos. O gráfico de [A] versus tempo e o gráfico de ln [A] versus tempo fornecem uma linha curva; no entanto, o gráfico de 1/[A] versus tempo fornece uma linha reta. Isso implica que a lei da taxa é",4.0,109.0,113.0,,,
4209Q1,"40,0 kJ de energia são adicionados a 1,00 grama de átomos de magnésio no estado de vapor. Qual é a composição da mistura final? O primeiro potencial de ionização do Mg é 735 kJ/mol e o segundo potencial de ionização é 1447 kJ/mol.",4.0,88.0,92.0,,,
4214Q1,"2NaHCO_3(s) \rightarrow Na_2CO_3(s) \rightarrow CO_2 (g) + H_2O(l) , ∆H = 30,92 Kcal/mol. ∆H°_Na2 CO3 _(s) = - 270,3. ∆H°CO2 (g)= - 94,0 e ∆H°H2 O_(l) = - 68,4 Kcal/mol, qual é a entalpia padrão de formação para NaHCO3(s)?",4.0,127.0,131.0,,,
4220Q1,"Usando as informações da tabela a seguir, determine ∆H° para as reações: a) 3Fe_2O_3 (s) + CO(g) \rightarrow 2Fe_2O_4 (s) + CO_2 (g) b) Fe_3O_4 (s) + CO(g) \rightarrow 3FeO(s) + CO_2 (g) c) FeO(s) + CO(g) \rightarrow Fe(s) + CO_2 (g) Calores de formação Composto ∆H° (Kcal/mol) CO (g) \rule{1em}{1pt} 26,4 CO_2 (g) \rule{1em}{1pt} 94,1 Fe_2O_3(s) \rule{1em}{1pt} 197 Fe_3O_4 (s) \rule{1em}{1pt} 267 FeO (s) \rule{1em}{1pt} 63,7",4.0,235.0,239.0,,,
4224Q1,"Para a reação de dissociação Cl_2 (g) \rightleftarrows 2Cl (g) a 1200°K, calcule a constante de equilíbrio K_P por termodinâmica estatística. A distância internuclear de equilíbrio é 0,199 nm, a frequência de vibração fundamental de CI_2 é atѵ= ​​565 cm^-1, e a energia de dissociação de Cl_2 é 2,48eV.",4.0,129.0,133.0,,,
4234Q1,"A temperatura crítica de um certo líquido de peso molecular 60 g/mol é 400 C. O ponto de fusão normal e o ponto de fusão no ponto triplo são, 15.000 C e 14.980 C respectivamente. (No ponto triplo o sistema é submetido apenas à sua própria baixa pressão de vapor). Calcule a) ∆H_vap, b) ∆H_s, c) ∆H_f, d) a pressão de vapor no ponto triplo, dado que as densidades sólida e líquida do líquido são 0,85 e 0,80 g/cc, respectivamente.",4.0,180.0,184.0,,,
4252Q1,"A taxa, r, de uma reação química de ordem zero A → B pode ser expressa como qual das seguintes opções?",4.0,44.0,48.0,,,
4253Q1,"O espectro 1H de uma mistura de dimetilsulfóxido (DMSO) e acetonitrila (AN) contém linhas com intensidades relativas α e 3α, respectivamente. Qual é a razão das duas concentrações, [DMSO]:[AN]?",4.0,80.0,84.0,,,
4305Q1,"A equação para a queima do naftaleno é C_10H_8 (s) + 12O_2(g) \rightarrow1OCO_2 + 4H_2 O (l). Para cada mol de C_10H_8 queimado, - 1226,7 Kcal é liberado a 25° em uma câmara de combustão de volume fixo. ∆H° para H_2O(l) = - 64,4 Kcal/mol e H_2O (g) = - 57,8 Kcal/mol. Calcule (a) o calor da reação a temperatura constante e (b) ∆H para o caso em que todo o H_2O é gasoso.",4.0,175.0,179.0,,,
4307Q1,"Foi descoberto que a seguinte sequência pode ser usada para preparar sulfato de sódio, Na_2 SO_4 : S (s) + O_2 (g)\rightarrow SO_2 (g) 2SO_2 (g) + O_2 (g)\rightarrow 2SO_3 (g) SO_3 (g) + H_2 O(l)\rightarrow H_2 SO_4 (l) 2NaOH + H_2 SO_4\rightarrow Na_2 SO_4 + 2H_2 O Se você realizasse essa sequência de reações, quantos mols de Na_2 SO_4 poderiam ser produzidos se você começasse com 1 mol de enxofre? Quantos mols são possíveis com 4,5 g de água?",4.0,205.0,209.0,,,
4310Q1,"Se o ∆H' da água é 40.600 (J / mol a 100 °C, qual é o ponto de ebulição da água a uma pressão de 0,750 atm?",4.0,52.0,56.0,,,
4320Q1,"Calcule o valor Q da seguinte reação (^106 _46)Pd + (^1 _0)n \rightarrow (^106 _45)Rh+ (^1 _1)H + Q (^106 _45)Rh\rightarrow (^106 _46)Pd + \beta-+ѵ+ 3,54MeV O produto (^106 _45)Rh decai com meia-vida de 30 segundos e partículas de 3,54MeV\beta são emitidas para o estado fundamental de ^106Pd.",4.0,133.0,137.0,,,
4322Q1,"A partir da Lei de Planck, calcule a equação de Stefan - Boltzmann para a densidade total da radiação do corpo negro como uma função da temperatura. Ou seja, E (T) = ^\infty\int_0 E(ѵ)dѵ",4.0,74.0,78.0,,,
4327Q1,"Calcule a constante de equilíbrio para a reação a 300°K H_2 + D_2 \rightleftarrows 2HD usando os seguintes dados Vibração fundamentalѵ(cm^-1) Momento de inércia I(g \bullet cm^2 × 10^40) H2 HD D_2 4371 0,458 3785 0,613 3092 0,919",4.0,101.0,105.0,,,
4329Q1,"Número de onda (ѵ̅) são os recíprocos dos comprimentos de onda, \lambda, e são dados pela expressão ѵ̅ = 1/\lambda. Para o átomo de hidrogênio, a teoria de Bohr prevê que o número de onda para a linha de emissão associada a uma transição eletrônica do nível de energia com número quântico principal n_2 para aquele com número quântico principal n_1 é ѵ̅ = R_H [(1/n_1 ^2) - (1/n_2 ^2)], onde R_H é a constante de Rydberg. Em qual região do espectro eletromagnético apareceria uma linha espectral resultante da transição do décimo para o quinto nível eletrônico no hidrogênio?",4.0,244.0,248.0,,,
4331Q1,"Você é dado que a energia de ionização de um átomo de hidrogênio é 13,527 eV, calcule a segunda energia de ionização de um átomo de hélio. A equação geral para as linhas nos espectros de emissão de um sistema de elétrons, como H, He^+ , Li^2+ e Be^3+ é dada como ѵ= Z^2 R_H{(1/n^2_1) - (1/n^2_2)} onde ѵ= os números de onda das linhas de emissão e Z é a carga nuclear do átomo em questão.",4.0,180.0,184.0,,,
4343Q1,Calcule o momento angular de spin de 43Ca. [I = 7⁄2],4.0,20.0,24.0,,,
4346Q1,"O momento magnético (μI) de um nuclídeo desconhecido é 2,884 x 10^-27 J T-1. Dado que o spin nuclear é conhecido como 1, identifique o nuclídeo desconhecido.",4.0,66.0,70.0,,,
4385Q1,"HO - OH(g) \rightarrow 2OH (g) ∆H°_diss= 51 Kcal/mol A partir deste valor e dos dados a seguir calcule: (a) ∆H°_fof OH(g). (b) Energia de ligação C-O; ∆H°_dissin CH_3OH(g). ∆H°_fof H_2O_2(g) = \rule{1em}{1pt} 32,58 Kcal/mol. ∆H°_fof CH_3(g) = 34,0 Kcal/mol. ∆H°_fof CH_3OH(g) = \rule{1em}{1pt} 47,96 Kcal/mol.",4.0,177.0,181.0,,,
4386Q1,"Uma abordagem para controlar a poluição industrial é recuperar produtos residuais em forma utilizável. Na reação, 2H_2S + SO_2 \rightarrow 3S + 2H_2O resíduos H_2S e SO_2 são recuperados como enxofre elementar líquido. Quanto enxofre pode ser recuperado se 650.000 kg de SO_2 forem depositados no ar?",4.0,117.0,121.0,,,
4388Q1,"O óxido crômico (Cr_2 O_3) pode ser reduzido com hidrogênio de acordo com a equação Cr_2 O_3 + 3H_2 \rightarrow 2Cr + 3H_2 O (a) Qual peso de hidrogênio seria necessário para reduzir 7,6 g de Cr_2 O_3? (b) Para cada mol de cromo metálico preparado, quantos mols de hidrogênio serão necessários? (c) Qual peso de cromo metálico pode ser preparado a partir de uma tonelada de Cr_2 O_3? 1 lb = 454 g.",4.0,173.0,177.0,,,
4392Q1,"Qual volume de amônia em STP pode ser obtido quando o vapor é passado sobre 4000 g de cianamida cálcica? A reação balanceada é CaCN_2 + 3H_2 O \rightarrow 2NH_3 + CaCO_3 (Peso molecular de CaCN_2 = 80, PM de NH_3 = 17.)",4.0,87.0,91.0,,,
4440Q1,"Durante um atraso, os spins com uma frequência de deslocamento Ω = 250 rad s-1 precessam através de um ângulo de 60°. Quanto tempo dura o atraso?",4.0,55.0,59.0,,,
4462Q1,"Dado ∆H = 2800 kJ para a produção de um mol de C_6H_12O_6 a partir de CO_2 e H_2O, calcule qual comprimento de onda de luz seria necessário por molécula de CO_2 para atingir essa fotossíntese em um processo de uma etapa.",4.0,89.0,93.0,,,
4470Q1,"O coeficiente de atividade \gamma_2 (na escala de fração molar) do soluto em uma certa solução diluída é dado por \gamma_2 = e_2^(AX)2, onde A é uma constante em temperatura constante. Obtenha uma expressão em termos de A e X_2 para o coeficiente de atividade \gamma_1 (na escala de fração molar) do solvente nesta solução.",4.0,127.0,131.0,,,
4480Q1,"Uma célula voltaica é composta de um eletrodo de prata em uma solução de nitrato de prata 1M e um eletrodo de alumínio em uma solução de nitrato de alumínio 1M. As meias reações são 1) Ag^+ + e^- \rightarrow Ag (s) E° = .80 volt, e (2) Al^3+ +3e^-\rightarrow Al(s) E° = -1,66 volt, calcule a mudança de energia livre padrão, ∆G°, em Kcal / mol. 1 cal = 4,184 joule 1 F = 96.500 coul, 1 Kcal = 1000 cal.",4.0,179.0,183.0,,,
4513Q1,"Uma única linha é vista no espectro 31P de uma solução de fosfato de sódio. Os deslocamentos químicos 31P de H2PO4‾ e HPO42– são 3,42 ppm e 5,82 ppm, respectivamente. Qual é o deslocamento químico quando o pH da solução é igual ao pKa de H2PO4‾?",4.0,110.0,114.0,,,
4545Q1,Determine os pesos de CO_2 e H_2 O produzidos na queima de 104 g. de C_2 H_2. Os pesos moleculares são CO_2 = 44 e H_2 O = 18. A equação para a reação é 2C_2 H_2 + 5O_2 \rightarrow 4CO_2 + 2H_2 O,4.0,92.0,96.0,,,
4546Q1,"Exatamente um mol de metano gasoso é oxidado em volume fixo e a 25°C de acordo com a reação CH_4(g) + 2O_2 (g) \rightarrow CO_2(g) + 2H_2O(l). Se 212 Kcal são liberados, qual é a mudança na entalpia, ∆H?",4.0,90.0,94.0,,,
4607Q1,"As populações de equilíbrio dos níveis de energia 1H de uma molécula são nα = nαeq e nβ = nβeq. Quais são as populações após um pulso de 5,0 μs quando B1 = 4,697 mT?",4.0,80.0,84.0,,,
4609Q1,"Calcule a densidade de spin no átomo de carbono central do radical ácido malônico (•CH(COOH)2) se o valor hiperfino para o átomo de hidrogênio α for 21,9 G.",4.0,64.0,68.0,,,
4631Q1,"Calcule ∆H°_r para a combustão do metano, CH_4. A reação balanceada é CH_4(g) + 2O_2(g) \rightarrow CO_2(g) + 2H_2O(l) ∆H°_f em Kcal/mol = -17,89 , 0 , - 94,05 , 2(-68,32)",4.0,90.0,94.0,,,
4645Q1,"Dado que ∆H°_CO2(g) = \rule{1em}{1pt} 94,0, ∆H°_CO(g) = \rule{1em}{1pt} 26,4, ∆H°_H2O(l) = 68,4 e ∆H°_H2O(g) = -57,8 Kcal/mol, determine os calores de reação de (1) CO(g) + (1/2)O_2 (g) \rightarrow CO_2 (g), (2) H_2(g) + (1/2) O_2 (g) \rightarrow H_2O(l) e (3) H_2O(l) \rightarrow H_2O(g).",4.0,177.0,181.0,,,
6188Q1,"Uma mulher primigesta de 18 anos vem para sua consulta pré-natal inicial com 16 semanas de gestação. Ela não tem certeza sobre a data de seu último período menstrual, mas diz que a gravidez provavelmente ocorreu imediatamente após ela parar de tomar anticoncepcionais orais há 5 meses. A concentração de α-fetoproteína sérica materna (MSAFP) é aumentada para 3 múltiplos da mediana. Qual das seguintes opções é o próximo passo mais apropriado no tratamento?",4.0,174.0,178.0,,,
6189Q1,"Uma mulher primigesta de 18 anos vem para sua consulta pré-natal inicial com 16 semanas de gestação. Ela não tem certeza sobre a data de seu último período menstrual, mas diz que a gravidez provavelmente ocorreu imediatamente após ela parar de tomar anticoncepcionais orais há 5 meses. A concentração de α-fetoproteína sérica materna (MSAFP) é aumentada para 3 múltiplos da mediana. Qual das seguintes opções é o próximo passo mais apropriado no tratamento?",4.0,174.0,178.0,,,
6230Q1,"Uma mulher de 37 anos com AIDS vai ao médico por causa de um histórico de 1 mês de diarreia progressiva e uma perda de peso de 1,8 kg (4 lb). Durante a semana passada, ela teve seis fezes grandes e aquosas diariamente. Atualmente, ela está recebendo terapia antirretroviral tripla. Ela é empregada como comissária de bordo e trabalha regularmente em voos domésticos nos EUA. Ela também voa para a Ásia pelo menos uma vez por mês. Ela tem 163 cm (5 pés e 4 pol) de altura e pesa 59 kg (130 lb); o IMC é de 22 kg/m2. Sua temperatura é de 37 °C (98,6 °F), o pulso é de 88/min e a pressão arterial é de 112/64 mm Hg. O abdômen é escafoide. O restante do exame não mostra anormalidades. Sua contagem de linfócitos T CD4+ é de 400/mm3 (Normal≥500). Qual dos seguintes é o organismo causal mais provável?",4.0,313.0,317.0,,,
6311Q1,"Um casal vem para aconselhamento genético pré-concepcional porque ambos têm histórico familiar de α-talassemia. A mulher tem uma concentração de hemoglobina minimamente diminuída. Estudos genéticos mostram uma única deleção genética. O homem tem anemia microcítica e uma deleção de dois genes. Se a deleção de dois genes for em trans (uma deleção no gene materno e uma deleção no gene paterno), qual das seguintes porcentagens de seus descendentes terá uma deleção de dois genes?",4.0,168.0,172.0,,,
6312Q1,"Um casal vem para aconselhamento genético pré-concepcional porque ambos têm histórico familiar de α-talassemia. A mulher tem uma concentração de hemoglobina minimamente diminuída. Estudos genéticos mostram uma única deleção genética. O homem tem anemia microcítica e uma deleção de dois genes. Se a deleção de dois genes for em trans (uma deleção no gene materno e uma deleção no gene paterno), qual das seguintes porcentagens de seus descendentes terá uma deleção de dois genes?",4.0,168.0,172.0,,,
6433Q1,"Um homem de 55 anos se apresenta ao departamento de emergência com um histórico de 2 dias de dor epigástrica intensa e vômitos. O histórico médico anterior é negativo para quaisquer episódios semelhantes. Ele não toma nenhum medicamento. Ele fuma cigarros, tem um histórico de 40 maços-ano e consome mais de 8 latas de cerveja por dia. O exame abdominal revela sensibilidade epigástrica. Estudos laboratoriais revelam um nível de amilase sérica de 467 U/L (intervalo de referência: 28-100 U/L) e um nível de γ-glutamiltransferase de 212 U/L (intervalo de referência: < 55 U/L). A dor referida neste paciente é transmitida à medula espinhal por qual dos seguintes nervos?",4.0,247.0,251.0,,,
6434Q1,"Um homem de 55 anos se apresenta ao departamento de emergência com um histórico de 2 dias de dor epigástrica intensa e vômitos. O histórico médico anterior é negativo para quaisquer episódios semelhantes. Ele não toma nenhum medicamento. Ele fuma cigarros, tem um histórico de 40 maços-ano e consome mais de 8 latas de cerveja por dia. O exame abdominal revela sensibilidade epigástrica. Estudos laboratoriais revelam um nível de amilase sérica de 467 U/L (intervalo de referência: 28-100 U/L) e um nível de γ-glutamiltransferase de 212 U/L (intervalo de referência: < 55 U/L). A dor referida neste paciente é transmitida à medula espinhal por qual dos seguintes nervos?",4.0,247.0,251.0,,,
6476Q1,O mecanismo mutacional na δβ-talassemia consiste em:,4.0,19.0,23.0,,,
7705Q1,"Dadas as probabilidades P(A) = 0,3 e P(B) = 0,2, qual é a probabilidade da união P(A ∪ B) se A e B são mutuamente exclusivos? Se A e B são independentes? Se B é um subconjunto de A?",4.0,77.0,81.0,,,
7715Q1,"Resolva a equação −17,02 = −2,3y. Verifique sua resposta.",4.0,27.0,31.0,,,
7766Q1,Para quantos valores integrais positivos de x ≤ 100 3^x − x^2 é divisível por 5?,4.0,31.0,35.0,,,
7796Q1,"Dado que P(E) = 0,32, P(F) = 0,15 e P(E ∩ F) = 0,048, qual das seguintes opções é uma conclusão correta?",4.0,55.0,59.0,,,
7798Q1,"Uma máquina de linha de montagem deve produzir rolamentos de esferas com um diâmetro de 1,25 centímetros. Todas as manhãs, os primeiros 30 rolamentos produzidos são puxados e medidos. Se o diâmetro médio for menor que 1,23 centímetros ou maior que 1,27 centímetros, a máquina é parada e um engenheiro é chamado para fazer ajustes antes que a produção seja retomada. O procedimento de controle de qualidade pode ser visto como um teste de hipótese com a hipótese nula H0: μ = 1,25 e a hipótese alternativa Ha: μ ≠ 1,25. O engenheiro é solicitado a fazer ajustes quando a hipótese nula é rejeitada. Na terminologia de teste, em que resultaria um erro do Tipo II?",4.0,254.0,258.0,,,
7807Q1,Encontre o quociente de −40 ÷ (−8).,4.0,16.0,20.0,,,
7808Q1,Simplifique (2 + 5)^2 − 42.,4.0,14.0,18.0,,,
7811Q1,Use uma reta numérica para encontrar a soma de −9 + (−8).,4.0,22.0,26.0,,,
7818Q1,Encontre o oposto do número −7.,4.0,15.0,19.0,,,
7822Q1,"Ordene os números 6, −1, 8, −3, −4 do menor para o maior.",4.0,27.0,31.0,,,
7855Q1,"Suponha que C seja um conjunto compacto convexo em um espaço linear normado, e seja T: C → C um mapeamento contínuo. Então, existe um ponto fixo de T em C. Isso está correto? Responda 1 para sim e 0 para não.",4.0,77.0,81.0,,,
7866Q1,"suponha que f é diferenciável em [0,+\infty) e f(0)=0. Quando x>=0, |f'(x)|<=|f(x)| onde f' representa a derivada de f. O que é f(2687) e f(35)? responda os dois valores em uma lista",4.0,85.0,89.0,,,
7905Q1,"Suponha que X e Y sejam variáveis ​​aleatórias com μx = 32, σx = 5, μy = 44 e σy = 12. Dado que X e Y são independentes, quais são a média e o desvio padrão da variável aleatória X + Y?",4.0,83.0,87.0,,,
7929Q1,Encontre o valor da expressão −16 + 13 + (−33).,4.0,17.0,21.0,,,
7938Q1,Afirmação 1 | Suponha que ∑|a_i| diverge e ∑ a_i = 2. Há um rearranjo a_i_k dos termos tal que ∑ a_i_k = 4. Afirmação 2 | Existem espaços métricos X e Y com X fechado e limitado e um mapeamento contínuo f : X → Y tal que f(X) NÃO é “fechado e limitado”.,4.0,119.0,123.0,,,
8017Q1,Encontre o valor de 4 ÷ 2 • 2 + 8 − 4.,4.0,18.0,22.0,,,
8019Q1,Avalie −2(x − 3) para x = 2.,4.0,15.0,19.0,,,
8137Q1,Resolva a equação −6x = −36. Verifique sua resposta.,4.0,23.0,27.0,,,
8207Q1,"As diagonais do losango QRST se cruzam em P. Se m∠QTS = 76, encontre m∠TSP.",4.0,34.0,38.0,,,
8259Q1,Resolva a equação v − 26 = 68.,4.0,14.0,18.0,,,
8263Q1,Encontre o valor da expressão −25 − (−11).,4.0,15.0,19.0,,,
8293Q1,"No triângulo RST, X está localizado no lado RS, Y está localizado no lado RT, Z está localizado no lado ST, e XY e XZ são segmentos médios de △RST. Se o comprimento do lado XY é 7, o comprimento do lado RT é 13, e a medida do ângulo YXZ é 124°, qual é a medida do ângulo RYX?",4.0,113.0,117.0,,,
