ID,PT,GLOSA,TOKENS_EST_ID,TOKENS_EST_PT,TOTAL_TOKENS
4652Q1,"Para calcular as mobilidades catiônica e aniônica dos íons potássio (K^+) e cloreto (Cl^-) em uma solução normal de 0,05 a 25°C, a técnica de limite móvel foi usada para determinar primeiro t_+, o número de transporte catiônico. Em uma célula com uma área de seção transversal de 1 cm^2, uma corrente de 0,007 A foi aplicada por 1 hora. O limite observado moveu-se 2,56 cm. Dado que ^ = 136,0 cm^2 mol^-1 \\Omega^-1 para a solução, encontre \\mu_+ e \\mu_-, as mobilidades catiônica e aniônica, respectivamente.",,4.0,215.0,219.0
6990Q1,"Quais das seguintes suposições são necessárias para mostrar a consistência, imparcialidade e eficiência do estimador OLS?\n\ni) $E(u_t) = 0$\n\nii) $\\text{Var}(u_t) = \\sigma^2$\n\niii) $\\text{Cov}(u_t, u_{t-j}) = 0 \\forall j$\n\niv) $u_t \\sim N(0, \\sigma^2)$",,4.0,141.0,145.0
7751Q1,"Suponha que $f(x)$ seja uma função invertível, e suponha que $f(2)=f^{-1}(2)=4$. Qual é o valor de $f(f(2))$?",,4.0,57.0,61.0
8159Q1,"Se $f(x)=ax^6-bx^4+x-1$ e $f(2)=5$, então qual é o valor de $f(-2)$?",,4.0,42.0,46.0
9374Q1,"As cargas e coordenadas de duas partículas carregadas mantidas fixas em um plano $x y$ são $q_1=+3,0 \\mu \\mathrm{C}, x_1=3,5 \\mathrm{~cm}, y_1=0,50 \\mathrm{~cm}$ e $q_2=-4,0 \\mu \\mathrm{C}, x_2=-2,0 \\mathrm{~cm}, y_2=1,5 \\mathrm{~cm}$. Encontre a magnitude da força eletrostática na partícula 2 devido à partícula 1.",,4.0,153.0,157.0
9505Q1,Estime a voltagem mínima necessária para excitar a radiação K de um tubo de raios X com um alvo de tungstênio e calcule o comprimento de onda da linha K_\\alpha.,,4.0,59.0,63.0
9558Q1,"Considere um cometa se movendo em uma órbita parabólica no plano da órbita da Terra. Se a distância de maior aproximação do cometa ao $\\operatorname{Sol}$ for $\\beta r_E$, onde $r_E$ é o raio da órbita circular (assumida) da Terra e onde $\\beta<1$, mostre que o tempo que o cometa passa dentro da órbita da Terra é dado por\n$$\n\\sqrt{2(1-\\beta)} \\cdot(1+2 \\beta) / 3 \\pi \\times 1 \\text { ano }\n$$\nSe o cometa se aproxima do Sol até a distância do periélio de Mercúrio, quantos dias ele está dentro da órbita da Terra?",,4.0,221.0,225.0
9595Q1,"O momento de um casal é M = \\texttheta^2 + 2\\texttheta ft-lb., onde \\texttheta é medido em radianos. Se o casal gira um eixo 60°, que trabalho ele faz?",,4.0,61.0,65.0
9707Q1,"Na difração de Fraunhofer de fenda dupla, qual é o espaçamento de franjas em uma tela a 50 cm de distância das fendas se elas forem iluminadas com luz azul (\\lambda = 480 nm = 4800 \\AA), se d = 0,10 mm e se a largura da fenda a = 0,02 mm? Qual é a distância linear do máximo central ao primeiro mínimo do envelope de franjas?",,4.0,121.0,125.0
9780Q1,"Um tipo particular de equipamento de raio-x descarrega um capacitor para obter sua energia elétrica. O capacitor de capacitância 0,25\\muF é carregado para 100 kV e descarregado para 40 kV durante uma exposição de 0,1 s. Calcule a quantidade de carga fornecida ao tubo de raio-x, a corrente média através dele e a energia dissipada.",,4.0,117.0,121.0
9789Q1,"Existem N_0 = 10^25 núcleos de urânio-238 em uma amostra. (a) Qual é o número de núcleos de urânio restantes na amostra após 10^8 anos se a taxa de decaimento por núcleo, \\lambda, é 5 × 10\\Elzbar18sec\\Elzbar1? (b) Qual é a meia-vida do urânio?",,4.0,112.0,116.0
9791Q1,Um átomo emite um fóton de luz verde \\lambda = 5200 \\AA em \\tau = 2 × 10^-10 s. Estime a dispersão dos comprimentos de onda no fóton.,,5.0,54.0,59.0
9892Q1,"Para descobrir quanto fio isolado ele ainda tem em uma bobina, um cientista mede a resistência total do fio, descobrindo que é 5,18 \\Omega. Ele então corta um pedaço de 200 cm e descobre que a resistência disso é 0,35 \\Omega. Qual era inicialmente o comprimento do fio na bobina?",,4.0,101.0,105.0
9898Q1,"Um tubo de raios X com um alvo de cobre é encontrado emitindo linhas diferentes daquelas devidas ao cobre. A K_\\alphaline do cobre é conhecida por ter um comprimento de onda de 1,5405 \\AA, e as outras duas K_\\alphalines observadas têm comprimentos de onda de 0,7092 \\AA e 1,6578 \\AA. Identifique as impurezas.",,4.0,118.0,122.0
9906Q1,Quanta energia é necessária para separar um núcleo C^12 em três partículas \\alpha?,,4.0,30.0,34.0
10705Q1,"Os elementos de um vencedor V são inseridos da seguinte forma em um computador APL. V \\leftarrow 3 4 2 -1. Mostre o que será exibido como resultado de cada uma das seguintes declarações: a) ×/V,b) \\div/V,c) \\textasteriskcentered/V d) -/V,e) +/V.",,4.0,104.0,108.0
11338Q1,Um filtro gaussiano com \\vertH(\\omega)\\vert^2 = e^-(\\omega)2 é usado para filtrar ruído na saída de um estágio amplificador. Determine a largura de banda do filtro.,,4.0,63.0,67.0
11348Q1,"Derive uma expressão para a potência necessária para misturar um líquido se ela depender da densidade \\rho e da viscosidade \\mu do líquido, do diâmetro do misturador D, da velocidade de rotação do misturador N e da aceleração devido à gravidade g.",,4.0,91.0,95.0
11351Q1,Um dipolo tem uma resistência à radiação R_r=\\surd(\\mu_0 / \\epsilon_0) [(\\betal)^2 / (6\\pi)] ohms. EncontreA_ema abertura efetiva máxima deste dipolo.,,4.0,72.0,76.0
11444Q1,"Uma substância específica tem as seguintes capacidades térmicas sólidas, líquidas e gasosas: Sólido (para T \\leq 25°K);C_p = 0,8T cal deg^-1 mol^-1 De 25°K \\rightarrow 250°K (ponto de fusão); C_p = 0,007T + 0,0006T^2 cal deg^-1 mol^-1 Líquido;C_p = 18 + 0,007T cal deg^-1 mol^-1 Gás a 1atm (acima de 360°K, que é o ponto de ebulição); C_p = 15 cal deg^-1 mol^-1 O calor de fusão é 2.000 cal/mol e o calor de vaporização é 6.850 cal/mol. Calcule a entropia a 400°K e 0,7 atm.",,4.0,225.0,229.0
11589Q1,"O monóxido de carbono queima com uma quantidade estequiométrica de ar, conforme descrito pela seguinte equação: CO(g) + (1/2) [O_2 + 3,76N_2](g) = CO_2(g) + 1,88N_2(g) Inicialmente, o monóxido de carbono e o ar estão @ STP. Determine a temperatura da chama sem troca de calor com o ambiente para esta combustão. Use os seguintes dados para resolver o problema e assuma uma base de 1 lbmol de CO queimado. Dados entalpia do ar a 25°C = 0 calor de combustão do CO = \\DeltaH_C = - 121.800 Btu/lbmol Capacidades médias de calor molar Espécie Temp (°F) Cp (Btu/lbmol°F) CO_2 3.000°F 12,78 N_2 3.000°F 7,86 CO_2 4.400°F 13,4 N_2 4.400°F 8,10",,4.0,272.0,276.0
11613Q1,"Estime a profundidade na qual uma tubulação de água deve ser instalada de modo que a água que flui na tubulação não se solidifique em gelo devido às baixas temperaturas na superfície. A temperatura média durante a estação fria é de 5°C e a temperatura mínima cai para -10°C e existe por um período máximo de 48 horas. Suponha que as propriedades da Terra sejam k = 0,52 W/m - °K,\\rho = 1840 kg/m^3 C_p = 2050 J/kg - °K.",,4.0,168.0,172.0
11618Q1,"Vapor a 230°F no lado do casco de um regenerador multipasso é usado para aquecer óleo fluindo a 550 lbm/h em tubos de aço de 0,625 pol. OD, calibre 16 e 8 pés de comprimento. O óleo é aquecido de 80 a 130°F. Suponha que a condutividade térmica K e o calor específico C_P do óleo permaneçam estáveis \u200b\u200bem 0,080 Btu/hr-ft-°F e 0,50 Btu/lbm-°F, respectivamente. A viscosidade \\mu do óleo irá diferir com um aumento na temperatura, conforme mostrado na tabela. Determine o número necessário de passagens para aquecer efetivamente o óleo.",,4.0,224.0,228.0
11678Q1,"Um motor de indução de 200 W, 240 V, 50 Hz, 4 polos, monofásico, funciona com carga nominal e um deslizamento de 0,05 p. u. Os parâmetros são: r_1 = 11,4 \\Omega, x_1 = 14,5 \\Omega, (1/2) r_2 = 11 6,9 \\Omega, (1/2) x_2 = 7,2 \\Omega, (1/2)x_m= 135 \\Omega; perda mecânica e no núcleo, 32 W. Estime o desempenho em carga total.",,4.0,154.0,158.0
11734Q1,"Use métodos de transformada de Fourier para encontrar a resposta no domínio do tempo de uma rede com uma função de sistema [(j2\\omega) / (1 + 2j\\omega)], se a entrada for V(t) = custo (para uma entrada de custo dial-in, a transformada de Fourier é \\pi[\\delta (\\omega + 1) + \\delta (\\omega - 1)] ).",,4.0,114.0,118.0
11942Q1,"Um cilindro de aço contém líquido a uma temperatura média de 80°F. O vapor condensando a 212°F na superfície externa é usado para aquecer o líquido. O coeficiente de transferência de calor no lado do vapor é 1.000 Btu/hr-ft^2-°F. O líquido é agitado por um impulsor de turbina. Seu diâmetro é 2 pés, e ele se move a uma velocidade angular de 100 rpm. O cilindro tem 6 pés de comprimento, com um diâmetro de 6 pés e uma espessura de parede de 1/8 pol. A condutividade térmica do aço pode ser considerada como 9,4 Btu/hr-ft^2-°F. Propriedades do líquido, tomadas como constantes, são: c_p = 0,6 Btu/lbm-°Fk = 0,1 Btu/hr-ft-°F \\rho = 60lbm/ft^3 A viscosidade a 130°F é 653,4lbm/ft-hr, e a 212°F é 113,74lbm/ft-hr. Calcule o tempo necessário para elevar a temperatura média do líquido para 180°F.",,4.0,339.0,343.0
11954Q1,"Um amplificador com ganho de potência de 20 dB tem uma entrada composta por 100\\muW de potência de sinal e 1\\muW de potência de ruído. Se o amplificador contribuir com 100\\muW adicionais de ruído, determine (a) a relação sinal-ruído de saída, (b) o fator de ruído e (c) o valor de ruído.",,4.0,115.0,119.0
12098Q1,"Um tubo é resfriado internamente por convecção forçada do fluxo de um fluido não newtoniano. O tubo tem 5 pés de comprimento, com um diâmetro de 1 pol. O fluxo é medido a 600 Ibm/h, e a temperatura da superfície da parede é de 200 °F. Considere que o fluxo é laminar e segue a lei de potência. As propriedades físicas e de fluxo são: \\rho = 65lbm/ft^3c_p = 0,5 Btu/lbm-°F k = 0,7 Btu/hr-ft-°F n = n",,5.0,168.0,173.0
12110Q1,"Dado que a função de densidade conjunta das variáveis \u200b\u200baleatórias X, Y e Z é f(x, y, z) = e-(x+y+z)quando 0 < x < \\infty, 0 < y < \\infty, 0 < z < \\infty, encontre a função de distribuição cumulativa F(x, y, z) de X,Y e Z.",,4.0,113.0,117.0
12114Q1,"200 stg ft^3/min de etano a 70°F (C_p = 13,3 Btu/lb-mol F, \\gamma = razão de calor específico = 1,22) são comprimidos de 11 psia para 1.000 psia em um compressor alternativo de três estágios com eficiência mecânica de 85 por cento. Água de resfriamento é usada nos intercoolers e no pós-resfriador para levar o gás comprimido a 70°F. Se 20 gal/min de água forem usados \u200b\u200bnos resfriadores, determine a mudança na temperatura da água. Determine também a potência necessária para acionar o compressor.",,4.0,204.0,208.0
12116Q1,Encontre uma série de cossenos que represente f(x) em 0 \\leq x \\leq \\pi se f(x) for definido como f(x) = 00 \\leq x < (\\pi / 2) f(x) = 1(\\pi / 2) < x \\leq \\pi.,,4.0,77.0,81.0
12119Q1,"Uma variável aleatória R tem uma densidade de Rayleigh f(r) = (r / \\alpha^2)e[{-(r)2} / {2(\\alpha)2}],0 \\leq r \\leq \\infty e = 0,r < 0 Determine o seguinte: (a) o valor esperado de R, E [R] (b) o valor esperado de R^2, E [R^2] e (c) a variância \\sigma^2 de R",,4.0,128.0,132.0
12121Q1,"Uma placa plana é mantida a uma temperatura constante de 225°F (107,6°C). O ar a 1 atm. e uma temperatura, T_\\infty, de 140°F (60,3°C) se move através desta placa a uma velocidade, U_\\infty, de 2,5 pés/seg (0,762 m/seg). Calcule o coeficiente de transferência de calor local, h_x, a 3 pés (0,91 m) da borda frontal da placa. Determine também o coeficiente médio de transferência de calor, h, de x = 0 a x = 3 pés. Obtenha a taxa total de transferência de calor da placa para o ar para os primeiros 3 pés da placa por pé (\\cong 0,3 m) de largura da placa.",,4.0,227.0,231.0
12146Q1,"O coeficiente de descarga de uma barragem em ângulo reto deve ser determinado em uma faixa de valores de altura manométrica a montante h. Para calibrar a barragem, a descarga da barragem foi coletada em um tanque e pesada em um intervalo de tempo cronometrado. Este procedimento resultou na seguinte medição da vazão volumétrica versus altura manométrica a montante. Q (cfm) h (polegadas) 0,30 1,73 4,73 9,70 16,0 26,2 39,2 54,2 73,1 94,8 1 2 3 4 5 6 7 8 9 10 A partir dos dados anteriores, calcule o coeficiente de descarga versus h. Para uma barragem triangular em ângulo reto, a taxa de descarga ideal é Q_i= (8/15)\\surd(2g) h^5/2",,4.0,245.0,249.0
12169Q1,"Encontre a tensão em um capacitor de 0,01 \\muF em t = 0,25 \\mus se \\nu(o) = 0,6 V e a corrente através dele é: (a) 0,2 sen 2\\pi 10^6 t A, (b) 0,2e^-(10)7 ^t A, (c) 0,2 A; 0 \\leq t \\leq 3 \\mus.",,4.0,98.0,102.0
12189Q1,"Para comunicação ponto a ponto em frequências mais altas, o padrão de radiação desejado é um padrão de radiação concentrado. Para obter tal característica (pelo menos aproximadamente), um arranjo linear multielementar é geralmente usado. Um arranjo é linear quando os elementos do arranjo são espaçados igualmente ao longo de uma linha reta. Em um arranjo linear uniforme, os elementos são alimentados com correntes de igual magnitude e tendo uma mudança de fase progressiva uniforme ao longo da linha. O padrão de tal arranjo pode ser obtido adicionando vetorialmente as intensidades de campo devido a cada um dos elementos. Para uma matriz uniforme de elementos não direcionais, a intensidade do campo seria E_T = E_0 \\vert1 +e^J\\psi+ e^J2\\psi + e^J3\\psi + ... +e^j^(^n-1)\\psi \\vert(1) onde \\psi =\\betadcos\\textphi + \\alpha e \\alpha é a mudança de fase progressiva entre os elementos, (\\alpha é o ângulo pelo qual a corrente em qualquer elemento lidera a corrente no elemento precedente.) Calcule o padrão de tal matriz linear.",,4.0,376.0,380.0
12220Q1,Um condutor esférico isolado de raio R carrega uma densidade de carga superficial \\sigma. Encontre a energia potencial em termos de R.,,4.0,46.0,50.0
3275C6,,,4.0,1.0,5.0
3325C7,,,4.0,1.0,5.0
3326C7,,,4.0,1.0,5.0
3332C7,,,4.0,1.0,5.0
3333C7,,,3.0,1.0,4.0
3387C8,,,4.0,1.0,5.0
3391C8,,,4.0,1.0,5.0
4221Q1,"Para a reação I_2 (g) \\rightleftarrows 2I(g), K = 3,76 × 10\\Elzbar5a 1000°K. Suponha que você injete 1 mol de I_2 em uma caixa de 2,00 litros a 1000° K. Quais serão as concentrações de equilíbrio final de I_2 e de I?",,4.0,97.0,101.0
4226Q1,"Um técnico de laboratório preparou uma solução de hidróxido de cálcio dissolvendo 1,48 g de Ca(OH)_2 em água. Quantos mililitros de solução de HCl 0,125 N seriam necessários para neutralizar essa solução de hidróxido de cálcio?",,4.0,95.0,99.0
4265Q1,"Dado que $\\tilde{\\omega}_{\\mathrm{obs}}=2886 \\mathrm{~cm}^{-1}$ e $D=440,2 \\mathrm{~kJ} \\cdot \\mathrm{mol}^ {-1}$ para $\\mathrm{H}^{35} \\mathrm{Cl}$, calcule $\\beta$.",,4.0,88.0,92.0
4273Q1,"Suponha que todos os gases são perfeitos e que os dados se referem a 298,15 K, a menos que indicado de outra forma. Calcule a entropia molar de uma amostra de volume constante de néon a $500 \\mathrm{~K}$ dado que é $146,22 \\mathrm{~J} \\mathrm{~K}^{-1} \\mathrm{~mol}^{-1}$ a $298 \\mathrm{~K}$.",,4.0,122.0,126.0
4632Q1,"Um químico tem uma célula de bactéria E. coli de formato cilíndrico. Ela tem 2\\mu (mícrons) de comprimento e 1\\mu de diâmetro e pesa 2 × 10^-12 g. (a) Quantas moléculas de lipídios estão presentes, assumindo que seu peso molecular médio seja 700 e o conteúdo de lipídios seja 2%? (b) Se a célula contém 15.000 ribossomos, que porcentagem do volume eles ocupam? Você pode assumir que eles são esféricos com um diâmetro de 180 \\AA; também 10^4 \\AA = 1 mícron.",,4.0,192.0,196.0
9658Q1,"Se um laser fornece 1 mW de potência e tem um diâmetro de feixe de 2 mm, qual é sua densidade de potência, por mm^2, em um ponto de 1 × 10-3 mm de diâmetro, assumindo uma perda de 20% no sistema de foco?",,4.0,82.0,86.0
10344Q1,"As cargas de um elétron e de um pósitron são $-e$ e $+e$. A massa de cada um é $9,11 \\times 10^{-31} \\mathrm{~kg}$. Qual é a razão entre a força elétrica e a força gravitacional entre um elétron e um pósitron?",,4.0,89.0,93.0
10348Q1,Qual é a razão das intensidades de espalhamento de Rayleigh para as duas linhas de hidrogênio \\lambda_1 = 410 nm e \\lambda_2 = 656 nm?,,4.0,48.0,52.0
10544Q1,Converta as seguintes expressões lógicas para a notação de string polonesa reversa: (a) (Z \\downarrow ((((X) \\odot Y) / (X \\odot (Z))) > ((Y) \\equiv X))) (b) (X / Y) / ((X / X) / (Y / Y)),,4.0,85.0,89.0
11429Q1,"Salmoura contendo 20% de sal em massa flui para um tanque completamente misturado a uma taxa de 20 kg/min. O tanque contém inicialmente 1000 kg de salmoura contendo 10% de sal em massa, e a solução resultante deixa o tanque a uma taxa de 10 kg/min. Encontre uma expressão para a quantidade de sal em termos de tempo \\texttheta.",,4.0,113.0,117.0
11482Q1,"Encontre a transformada de Laplace L{g(t)}, onde g(t)= 0,t < 4 e= (t - 4)^2,t \\geq 4",,4.0,42.0,46.0
798C1,$ 126,,3.0,2.0,5.0
9939C1,50% do valor,,4.0,5.0,9.0
11316C1,"na interface: 2,42 Vm^-1, longe da interface: 83,2 \\mu Vm^-1",,4.0,27.0,31.0
7925C2,74 km/h,,4.0,4.0,8.0
7981C2,2/\\sqrt{\\pi},,4.0,9.0,13.0
9596C3,v^2 = [{g(2y^3 + 3ly^2 (sin \\texttheta + 1) + (6l^2y sin \\texttheta))} / {3(l + y)^2}],,4.0,52.0,56.0
11466C4,"\\eta = 1,21, v = 1,45 × 10^7 metros/s; \\eta = 81, v = 0,111 × 10^8 metros/s",,4.0,39.0,43.0
11316C6,"na interface: 0,72 Vm^-1, longe da interface: 37,2 \\mu Vm^-1",,4.0,27.0,31.0
11466C6,"\\eta = 1,21, v = 2,1 × 10 ^ 8 metros/seg; \\eta = 9, v = 0,111 × 10^8 metros/s",,4.0,40.0,44.0
8711C8,"(-\\infty,-1)\\copo (-1,\\infty)",,4.0,17.0,21.0
8861C8,"2,35 $\\mathrm{10^{-4}} \\mathrm{~cm}^3/\\mathrm{s}$",,4.0,30.0,34.0
